scholarship_id,scholarship_name,provider,category,education_level,min_marks_required,income_limit,scholarship_amount,state,deadline,application_mode
3118,Sitaram Scholars Program 3118,Sitaram Jindal Foundation,Merit,PhD,82,800000,10000,Gujarat,2026-05-31,Online/Offline
3119,Ministry Scholars Program 3119,Ministry of Education,Category-Based,Undergraduate,65,200000,25000,Karnataka,2026-07-01,Online/Offline
3120,ONGC Scholars Program 3120,ONGC Foundation,Merit,PhD,88,250000,50000,Rajasthan,2026-05-24,Online/Offline
3121,Reliance Scholars Program 3121,Reliance Foundation,Merit,PhD,54,200000,100000,Gujarat,2026-06-05,Online
3122,Infosys Scholars Program 3122,Infosys Foundation,Need-Based,Undergraduate,53,300000,10000,Gujarat,2026-12-07,Online/Offline
3123,Bharti Scholars Program 3123,Bharti Foundation,Category-Based,Undergraduate,72,300000,75000,Karnataka,2026-05-18,Online
3124,Tata Scholars Program 3124,Tata Capital,Need-Based,School,81,250000,25000,Gujarat,2026-11-22,Online/Offline
3125,LIC Scholars Program 3125,LIC India,Merit + Need,Postgraduate,85,500000,50000,Madhya Pradesh,2026-12-01,Online/Offline
3126,Tata Scholars Program 3126,Tata Capital,Need-Based,School,84,500000,50000,Delhi,2026-08-29,Online
3127,HDFC Scholars Program 3127,HDFC Bank,Need-Based,PhD,53,500000,50000,Gujarat,2026-11-04,Online/Offline
3128,Bharti Scholars Program 3128,Bharti Foundation,Need-Based,Postgraduate,66,300000,150000,Karnataka,2026-09-25,Online/Offline
3129,Ministry Scholars Program 3129,Ministry of Education,Merit,PhD,53,300000,50000,Maharashtra,2026-10-14,Online
3130,HDFC Scholars Program 3130,HDFC Bank,Need-Based,Undergraduate,71,300000,200000,Rajasthan,2026-10-11,Online
3131,LIC Scholars Program 3131,LIC India,Category-Based,PhD,62,500000,100000,Gujarat,2026-11-05,Online/Offline
3132,Sitaram Scholars Program 3132,Sitaram Jindal Foundation,Category-Based,School,68,800000,100000,Maharashtra,2026-09-08,Online
3133,Sitaram Scholars Program 3133,Sitaram Jindal Foundation,Need-Based,Undergraduate,63,300000,50000,Tamil Nadu,2026-07-19,Online/Offline
3134,Infosys Scholars Program 3134,Infosys Foundation,Need-Based,Postgraduate,52,300000,25000,Karnataka,2026-09-18,Online
3135,Sitaram Scholars Program 3135,Sitaram Jindal Foundation,Merit,Postgraduate,89,200000,50000,Maharashtra,2026-06-21,Online/Offline
3136,ONGC Scholars Program 3136,ONGC Foundation,Merit + Need,PhD,71,250000,150000,Rajasthan,2026-05-07,Online/Offline
3137,LIC Scholars Program 3137,LIC India,Category-Based,School,77,800000,200000,Delhi,2026-07-04,Online/Offline
3138,ONGC Scholars Program 3138,ONGC Foundation,Need-Based,PhD,61,200000,200000,Madhya Pradesh,2026-05-22,Online
3139,Ministry Scholars Program 3139,Ministry of Education,Merit,School,69,200000,100000,Rajasthan,2026-07-20,Online
3140,Infosys Scholars Program 3140,Infosys Foundation,Category-Based,Postgraduate,60,800000,25000,Madhya Pradesh,2026-08-01,Online
3141,Sitaram Scholars Program 3141,Sitaram Jindal Foundation,Need-Based,Undergraduate,75,500000,10000,Tamil Nadu,2026-05-26,Online
3142,Sitaram Scholars Program 3142,Sitaram Jindal Foundation,Merit,Postgraduate,87,250000,25000,Tamil Nadu,2026-12-04,Online
3143,Bharti Scholars Program 3143,Bharti Foundation,Need-Based,Postgraduate,75,500000,100000,Rajasthan,2026-06-24,Online
3144,LIC Scholars Program 3144,LIC India,Need-Based,School,52,500000,75000,Gujarat,2026-09-11,Online/Offline
3145,Tata Scholars Program 3145,Tata Capital,Category-Based,School,57,800000,75000,Gujarat,2026-09-17,Online
3146,Infosys Scholars Program 3146,Infosys Foundation,Merit,Postgraduate,77,200000,75000,Delhi,2026-05-29,Online/Offline
3147,Tata Scholars Program 3147,Tata Capital,Merit + Need,Undergraduate,85,500000,200000,Madhya Pradesh,2026-09-15,Online
3148,Reliance Scholars Program 3148,Reliance Foundation,Need-Based,School,57,300000,25000,Tamil Nadu,2026-10-21,Online/Offline
3149,Tata Scholars Program 3149,Tata Capital,Merit,Undergraduate,70,500000,10000,Karnataka,2026-12-16,Online/Offline
3150,Sitaram Scholars Program 3150,Sitaram Jindal Foundation,Category-Based,PhD,56,500000,100000,Uttar Pradesh,2026-07-19,Online/Offline
3151,ONGC Scholars Program 3151,ONGC Foundation,Merit,Undergraduate,62,800000,75000,Tamil Nadu,2026-08-16,Online/Offline
3152,Ministry Scholars Program 3152,Ministry of Education,Need-Based,PhD,60,500000,50000,Uttar Pradesh,2026-06-21,Online
3153,Bharti Scholars Program 3153,Bharti Foundation,Merit + Need,Undergraduate,67,800000,75000,Tamil Nadu,2026-12-20,Online/Offline
3154,Ministry Scholars Program 3154,Ministry of Education,Category-Based,Undergraduate,60,200000,25000,Uttar Pradesh,2026-08-20,Online/Offline
3155,ONGC Scholars Program 3155,ONGC Foundation,Merit,Postgraduate,50,500000,25000,Madhya Pradesh,2026-09-21,Online/Offline
3156,Infosys Scholars Program 3156,Infosys Foundation,Merit + Need,School,84,800000,25000,Tamil Nadu,2026-08-29,Online/Offline
3157,Infosys Scholars Program 3157,Infosys Foundation,Category-Based,School,75,200000,50000,Uttar Pradesh,2026-07-31,Online/Offline
3158,ONGC Scholars Program 3158,ONGC Foundation,Merit,School,59,200000,10000,Uttar Pradesh,2026-05-29,Online/Offline
3159,Aditya Scholars Program 3159,Aditya Birla Group,Category-Based,PhD,81,500000,200000,Rajasthan,2026-12-24,Online/Offline
3160,Ministry Scholars Program 3160,Ministry of Education,Merit,PhD,74,800000,75000,Karnataka,2026-05-19,Online
3161,Aditya Scholars Program 3161,Aditya Birla Group,Category-Based,Postgraduate,69,250000,100000,Rajasthan,2026-05-01,Online/Offline
3162,Sitaram Scholars Program 3162,Sitaram Jindal Foundation,Need-Based,Undergraduate,74,200000,50000,Uttar Pradesh,2026-07-04,Online/Offline
3163,LIC Scholars Program 3163,LIC India,Merit + Need,Undergraduate,84,200000,100000,Rajasthan,2026-05-03,Online/Offline
3164,Sitaram Scholars Program 3164,Sitaram Jindal Foundation,Merit + Need,School,66,250000,25000,Karnataka,2026-09-27,Online/Offline
3165,HDFC Scholars Program 3165,HDFC Bank,Need-Based,School,90,800000,100000,Maharashtra,2026-06-21,Online/Offline
3166,Bharti Scholars Program 3166,Bharti Foundation,Category-Based,Postgraduate,80,800000,150000,Tamil Nadu,2026-08-03,Online/Offline
3167,LIC Scholars Program 3167,LIC India,Merit,Undergraduate,73,300000,100000,Karnataka,2026-10-24,Online
3168,LIC Scholars Program 3168,LIC India,Need-Based,School,87,500000,75000,Madhya Pradesh,2026-06-30,Online
3169,Reliance Scholars Program 3169,Reliance Foundation,Merit + Need,School,87,250000,150000,Madhya Pradesh,2026-11-11,Online/Offline
3170,HDFC Scholars Program 3170,HDFC Bank,Merit,PhD,62,250000,50000,Gujarat,2026-06-03,Online/Offline
3171,Aditya Scholars Program 3171,Aditya Birla Group,Merit + Need,Postgraduate,55,200000,100000,Tamil Nadu,2026-12-14,Online
3172,ONGC Scholars Program 3172,ONGC Foundation,Category-Based,Postgraduate,77,250000,200000,Delhi,2026-12-22,Online/Offline
3173,Ministry Scholars Program 3173,Ministry of Education,Category-Based,School,83,300000,100000,Tamil Nadu,2026-06-25,Online
3174,Ministry Scholars Program 3174,Ministry of Education,Merit,Postgraduate,75,500000,200000,Delhi,2026-08-12,Online
3175,HDFC Scholars Program 3175,HDFC Bank,Merit + Need,School,57,800000,200000,Rajasthan,2026-06-05,Online/Offline
3176,Reliance Scholars Program 3176,Reliance Foundation,Merit,Undergraduate,61,250000,200000,Delhi,2026-09-21,Online
3177,Infosys Scholars Program 3177,Infosys Foundation,Need-Based,Postgraduate,77,250000,75000,Maharashtra,2026-09-21,Online
3178,Infosys Scholars Program 3178,Infosys Foundation,Merit,PhD,85,800000,10000,Uttar Pradesh,2026-05-26,Online
3179,LIC Scholars Program 3179,LIC India,Category-Based,Postgraduate,54,200000,25000,Karnataka,2026-08-13,Online
3180,Tata Scholars Program 3180,Tata Capital,Need-Based,Undergraduate,56,250000,150000,Madhya Pradesh,2026-12-26,Online/Offline
3181,LIC Scholars Program 3181,LIC India,Merit + Need,School,56,800000,25000,Uttar Pradesh,2026-07-19,Online
3182,Ministry Scholars Program 3182,Ministry of Education,Category-Based,Postgraduate,63,500000,200000,Delhi,2026-07-24,Online/Offline
3183,Bharti Scholars Program 3183,Bharti Foundation,Merit,PhD,77,200000,75000,Gujarat,2026-06-21,Online/Offline
3184,Infosys Scholars Program 3184,Infosys Foundation,Merit + Need,Undergraduate,81,200000,75000,Maharashtra,2026-05-08,Online
3185,Bharti Scholars Program 3185,Bharti Foundation,Category-Based,Undergraduate,71,800000,75000,Uttar Pradesh,2026-09-28,Online
3186,Tata Scholars Program 3186,Tata Capital,Merit + Need,Undergraduate,86,250000,25000,Maharashtra,2026-12-28,Online
3187,Aditya Scholars Program 3187,Aditya Birla Group,Category-Based,School,50,800000,200000,Tamil Nadu,2026-12-07,Online
3188,Aditya Scholars Program 3188,Aditya Birla Group,Merit + Need,PhD,61,500000,100000,Madhya Pradesh,2026-05-10,Online
3189,Bharti Scholars Program 3189,Bharti Foundation,Category-Based,School,52,300000,25000,Karnataka,2026-06-22,Online/Offline
3190,Sitaram Scholars Program 3190,Sitaram Jindal Foundation,Need-Based,PhD,87,500000,75000,Tamil Nadu,2026-09-22,Online
3191,Aditya Scholars Program 3191,Aditya Birla Group,Category-Based,School,90,500000,200000,Madhya Pradesh,2026-07-06,Online
3192,Ministry Scholars Program 3192,Ministry of Education,Merit + Need,Postgraduate,66,200000,150000,Uttar Pradesh,2026-10-07,Online/Offline
3193,Aditya Scholars Program 3193,Aditya Birla Group,Category-Based,School,66,200000,25000,Madhya Pradesh,2026-08-14,Online/Offline
3194,ONGC Scholars Program 3194,ONGC Foundation,Merit + Need,Postgraduate,70,250000,50000,Gujarat,2026-09-10,Online/Offline
3195,Tata Scholars Program 3195,Tata Capital,Merit,Postgraduate,87,800000,50000,Rajasthan,2026-08-07,Online/Offline
3196,Aditya Scholars Program 3196,Aditya Birla Group,Merit + Need,PhD,86,500000,25000,Gujarat,2026-09-23,Online/Offline
3197,LIC Scholars Program 3197,LIC India,Merit + Need,Postgraduate,67,200000,50000,Maharashtra,2026-05-03,Online/Offline
3198,LIC Scholars Program 3198,LIC India,Merit,School,55,200000,75000,Karnataka,2026-10-26,Online
3199,Tata Scholars Program 3199,Tata Capital,Need-Based,Undergraduate,90,200000,75000,Delhi,2026-09-12,Online/Offline
3200,Sitaram Scholars Program 3200,Sitaram Jindal Foundation,Merit + Need,School,57,200000,50000,Gujarat,2026-12-05,Online
3201,HDFC Scholars Program 3201,HDFC Bank,Need-Based,Postgraduate,82,500000,75000,Gujarat,2026-05-13,Online
3202,Reliance Scholars Program 3202,Reliance Foundation,Merit + Need,School,75,800000,100000,Uttar Pradesh,2026-08-13,Online
3203,Reliance Scholars Program 3203,Reliance Foundation,Merit,School,54,800000,100000,Maharashtra,2026-08-02,Online/Offline
3204,Infosys Scholars Program 3204,Infosys Foundation,Need-Based,PhD,67,300000,25000,Karnataka,2026-07-14,Online
3205,Reliance Scholars Program 3205,Reliance Foundation,Need-Based,School,85,300000,10000,Maharashtra,2026-11-21,Online
3206,Infosys Scholars Program 3206,Infosys Foundation,Category-Based,PhD,62,500000,50000,Uttar Pradesh,2026-09-05,Online
3207,Aditya Scholars Program 3207,Aditya Birla Group,Need-Based,School,67,250000,75000,Karnataka,2026-07-09,Online/Offline
3208,ONGC Scholars Program 3208,ONGC Foundation,Need-Based,School,73,250000,150000,Gujarat,2026-12-23,Online
3209,LIC Scholars Program 3209,LIC India,Merit + Need,Postgraduate,64,300000,75000,Maharashtra,2026-06-27,Online
3210,LIC Scholars Program 3210,LIC India,Merit + Need,PhD,76,800000,200000,Madhya Pradesh,2026-09-08,Online/Offline
3211,LIC Scholars Program 3211,LIC India,Need-Based,Postgraduate,79,800000,10000,Madhya Pradesh,2026-11-24,Online
3212,Reliance Scholars Program 3212,Reliance Foundation,Category-Based,Postgraduate,86,800000,200000,Maharashtra,2026-11-24,Online/Offline
3213,Tata Scholars Program 3213,Tata Capital,Merit,Undergraduate,68,300000,75000,Madhya Pradesh,2026-05-18,Online
3214,ONGC Scholars Program 3214,ONGC Foundation,Category-Based,Postgraduate,72,250000,100000,Uttar Pradesh,2026-07-18,Online/Offline
3215,LIC Scholars Program 3215,LIC India,Category-Based,Postgraduate,73,200000,25000,Rajasthan,2026-11-29,Online
3216,Bharti Scholars Program 3216,Bharti Foundation,Need-Based,School,86,300000,10000,Delhi,2026-10-01,Online/Offline
3217,Tata Scholars Program 3217,Tata Capital,Category-Based,Postgraduate,87,200000,10000,Madhya Pradesh,2026-09-22,Online
3218,HDFC Scholars Program 3218,HDFC Bank,Merit,School,89,300000,10000,Tamil Nadu,2026-06-27,Online/Offline
3219,Aditya Scholars Program 3219,Aditya Birla Group,Merit + Need,Undergraduate,88,800000,25000,Rajasthan,2026-10-17,Online/Offline
3220,Tata Scholars Program 3220,Tata Capital,Merit + Need,Undergraduate,84,250000,10000,Karnataka,2026-06-12,Online
3221,Infosys Scholars Program 3221,Infosys Foundation,Merit,PhD,54,250000,25000,Maharashtra,2026-06-07,Online/Offline
3222,Sitaram Scholars Program 3222,Sitaram Jindal Foundation,Merit,Undergraduate,50,300000,75000,Maharashtra,2026-10-26,Online/Offline
3223,Infosys Scholars Program 3223,Infosys Foundation,Category-Based,Undergraduate,55,250000,200000,Madhya Pradesh,2026-10-30,Online
3224,Ministry Scholars Program 3224,Ministry of Education,Merit,Postgraduate,77,300000,50000,Tamil Nadu,2026-06-06,Online/Offline
3225,Aditya Scholars Program 3225,Aditya Birla Group,Merit + Need,School,86,500000,25000,Uttar Pradesh,2026-06-29,Online/Offline
3226,LIC Scholars Program 3226,LIC India,Merit,Postgraduate,71,300000,150000,Tamil Nadu,2026-12-12,Online/Offline
3227,Reliance Scholars Program 3227,Reliance Foundation,Merit + Need,Postgraduate,84,250000,25000,Tamil Nadu,2026-07-25,Online
3228,Reliance Scholars Program 3228,Reliance Foundation,Merit,Undergraduate,65,200000,50000,Delhi,2026-07-24,Online/Offline
3229,ONGC Scholars Program 3229,ONGC Foundation,Category-Based,School,59,300000,75000,Madhya Pradesh,2026-06-30,Online/Offline
3230,LIC Scholars Program 3230,LIC India,Merit,Undergraduate,79,200000,150000,Gujarat,2026-10-29,Online/Offline
3231,Ministry Scholars Program 3231,Ministry of Education,Need-Based,Postgraduate,51,200000,50000,Madhya Pradesh,2026-11-27,Online
3232,Aditya Scholars Program 3232,Aditya Birla Group,Need-Based,Undergraduate,64,300000,25000,Gujarat,2026-09-27,Online
3233,Ministry Scholars Program 3233,Ministry of Education,Category-Based,Postgraduate,68,300000,50000,Tamil Nadu,2026-05-18,Online/Offline
3234,Sitaram Scholars Program 3234,Sitaram Jindal Foundation,Category-Based,Postgraduate,50,200000,25000,Delhi,2026-10-27,Online
3235,LIC Scholars Program 3235,LIC India,Merit + Need,Postgraduate,71,800000,10000,Maharashtra,2026-11-19,Online/Offline
3236,Tata Scholars Program 3236,Tata Capital,Merit + Need,Undergraduate,79,200000,150000,Rajasthan,2026-08-29,Online
3237,Sitaram Scholars Program 3237,Sitaram Jindal Foundation,Category-Based,Undergraduate,64,200000,50000,Gujarat,2026-11-01,Online
3238,Bharti Scholars Program 3238,Bharti Foundation,Need-Based,Undergraduate,55,300000,150000,Delhi,2026-10-09,Online/Offline
3239,Aditya Scholars Program 3239,Aditya Birla Group,Merit,Undergraduate,80,500000,75000,Tamil Nadu,2026-11-13,Online/Offline
3240,Tata Scholars Program 3240,Tata Capital,Merit + Need,Postgraduate,68,250000,100000,Uttar Pradesh,2026-12-15,Online
3241,Infosys Scholars Program 3241,Infosys Foundation,Merit + Need,Undergraduate,81,200000,150000,Tamil Nadu,2026-09-04,Online/Offline
3242,Tata Scholars Program 3242,Tata Capital,Merit + Need,School,57,200000,200000,Uttar Pradesh,2026-12-28,Online/Offline
3243,Ministry Scholars Program 3243,Ministry of Education,Category-Based,Postgraduate,51,200000,150000,Maharashtra,2026-12-28,Online
3244,Reliance Scholars Program 3244,Reliance Foundation,Merit + Need,School,87,800000,150000,Madhya Pradesh,2026-11-08,Online/Offline
3245,ONGC Scholars Program 3245,ONGC Foundation,Merit + Need,Undergraduate,64,800000,150000,Karnataka,2026-10-16,Online
3246,Infosys Scholars Program 3246,Infosys Foundation,Merit,Postgraduate,56,300000,50000,Madhya Pradesh,2026-08-28,Online
3247,Sitaram Scholars Program 3247,Sitaram Jindal Foundation,Need-Based,Postgraduate,85,250000,50000,Rajasthan,2026-12-10,Online/Offline
3248,Aditya Scholars Program 3248,Aditya Birla Group,Merit + Need,Postgraduate,57,500000,200000,Delhi,2026-06-20,Online
3249,LIC Scholars Program 3249,LIC India,Merit,Undergraduate,84,250000,100000,Delhi,2026-09-25,Online/Offline
3250,Sitaram Scholars Program 3250,Sitaram Jindal Foundation,Need-Based,Postgraduate,53,300000,50000,Maharashtra,2026-09-09,Online/Offline
3251,Tata Scholars Program 3251,Tata Capital,Need-Based,Undergraduate,50,800000,25000,Rajasthan,2026-10-31,Online
3252,Sitaram Scholars Program 3252,Sitaram Jindal Foundation,Merit + Need,PhD,54,500000,25000,Rajasthan,2026-12-09,Online
3253,HDFC Scholars Program 3253,HDFC Bank,Merit + Need,Postgraduate,51,250000,10000,Tamil Nadu,2026-10-31,Online
3254,HDFC Scholars Program 3254,HDFC Bank,Merit,School,61,500000,25000,Gujarat,2026-10-20,Online/Offline
3255,Infosys Scholars Program 3255,Infosys Foundation,Merit,Postgraduate,61,250000,100000,Maharashtra,2026-07-19,Online/Offline
3256,Ministry Scholars Program 3256,Ministry of Education,Merit + Need,School,53,800000,10000,Delhi,2026-08-09,Online/Offline
3257,Tata Scholars Program 3257,Tata Capital,Need-Based,Postgraduate,84,300000,75000,Karnataka,2026-08-16,Online/Offline
3258,Ministry Scholars Program 3258,Ministry of Education,Merit + Need,PhD,70,800000,25000,Maharashtra,2026-12-17,Online
3259,Sitaram Scholars Program 3259,Sitaram Jindal Foundation,Merit,Undergraduate,84,200000,50000,Tamil Nadu,2026-05-05,Online
3260,Reliance Scholars Program 3260,Reliance Foundation,Merit,School,75,250000,200000,Rajasthan,2026-08-05,Online/Offline
3261,Infosys Scholars Program 3261,Infosys Foundation,Category-Based,Postgraduate,83,800000,25000,Rajasthan,2026-06-18,Online
3262,Ministry Scholars Program 3262,Ministry of Education,Category-Based,PhD,59,200000,25000,Maharashtra,2026-09-15,Online/Offline
3263,Infosys Scholars Program 3263,Infosys Foundation,Merit + Need,Undergraduate,83,300000,10000,Madhya Pradesh,2026-08-19,Online
3264,Bharti Scholars Program 3264,Bharti Foundation,Merit,Undergraduate,63,250000,200000,Karnataka,2026-08-27,Online
3265,Aditya Scholars Program 3265,Aditya Birla Group,Merit,School,90,300000,75000,Madhya Pradesh,2026-11-10,Online/Offline
3266,Sitaram Scholars Program 3266,Sitaram Jindal Foundation,Need-Based,School,76,500000,25000,Rajasthan,2026-12-05,Online/Offline
3267,Bharti Scholars Program 3267,Bharti Foundation,Need-Based,Postgraduate,81,800000,50000,Uttar Pradesh,2026-07-02,Online/Offline
3268,HDFC Scholars Program 3268,HDFC Bank,Category-Based,School,74,500000,50000,Karnataka,2026-12-23,Online
3269,Sitaram Scholars Program 3269,Sitaram Jindal Foundation,Merit + Need,PhD,85,300000,100000,Uttar Pradesh,2026-11-06,Online
3270,HDFC Scholars Program 3270,HDFC Bank,Category-Based,PhD,86,200000,100000,Rajasthan,2026-08-17,Online
